date,Open,High,Low,Close
2020-12-08 09:30:00,0.743215,0.7435449999999999,0.7427900000000001,0.7432799999999999
2020-12-08 10:00:00,0.7432799999999999,0.74342,0.742505,0.74254
2020-12-08 10:30:00,0.74254,0.74289,0.74234,0.742665
2020-12-08 11:00:00,0.742665,0.742765,0.741625,0.74184
2020-12-08 11:30:00,0.74184,0.742135,0.741185,0.7412099999999999
2020-12-08 12:00:00,0.7412099999999999,0.7418,0.741215,0.741685
2020-12-08 12:30:00,0.741685,0.7417400000000001,0.741025,0.741525
2020-12-08 13:00:00,0.741525,0.742645,0.741485,0.74227
2020-12-08 13:30:00,0.74227,0.742465,0.741275,0.74135
2020-12-08 14:00:00,0.74135,0.741885,0.74117,0.74144
2020-12-08 14:30:00,0.74144,0.741915,0.740625,0.74118
2020-12-08 15:00:00,0.74118,0.7414700000000001,0.7399450000000001,0.740275
2020-12-08 15:30:00,0.740275,0.74135,0.74013,0.7413050000000001
2020-12-08 16:00:00,0.7413050000000001,0.741725,0.74098,0.74141
2020-12-08 16:30:00,0.74141,0.741595,0.7408699999999999,0.741315
2020-12-08 17:00:00,0.741315,0.74146,0.741075,0.7411300000000001
2020-12-08 17:30:00,0.7411300000000001,0.74179,0.741085,0.7417199999999999
2020-12-08 18:00:00,0.7417199999999999,0.7418199999999999,0.741365,0.741475
2020-12-08 18:30:00,0.741475,0.741535,0.740825,0.740935
2020-12-08 19:00:00,0.740935,0.74114,0.7406699999999999,0.74083
2020-12-08 19:30:00,0.74083,0.740905,0.740375,0.740625
2020-12-08 20:00:00,0.740625,0.740735,0.740295,0.740575
2020-12-08 20:30:00,0.740575,0.741045,0.74055,0.741025
2020-12-08 21:00:00,0.741025,0.741075,0.740825,0.74098
2020-12-08 21:30:00,0.74098,0.74136,0.74085,0.741155
2020-12-08 22:00:00,0.741155,0.74124,0.740865,0.741085
2020-12-08 22:30:00,0.741085,0.741555,0.740915,0.7411749999999999
2020-12-08 23:00:00,0.7411749999999999,0.7414499999999999,0.74092,0.74132
2020-12-08 23:30:00,0.74132,0.7413449999999999,0.740475,0.740935
2020-12-09 00:00:00,0.740935,0.741755,0.740775,0.74153
2020-12-09 00:30:00,0.74153,0.741975,0.74123,0.741435
2020-12-09 01:00:00,0.741435,0.741455,0.740915,0.741315
2020-12-09 01:30:00,0.741315,0.741885,0.7412799999999999,0.7415499999999999
2020-12-09 02:00:00,0.7415499999999999,0.741865,0.741235,0.74183
2020-12-09 02:30:00,0.74183,0.74239,0.74178,0.74238
2020-12-09 03:00:00,0.74238,0.74275,0.742125,0.742695
2020-12-09 03:30:00,0.742695,0.74305,0.742685,0.74291
2020-12-09 04:00:00,0.74291,0.744285,0.74288,0.744035
2020-12-09 04:30:00,0.744035,0.7444299999999999,0.743885,0.74414
2020-12-09 05:00:00,0.74414,0.74424,0.743785,0.74383
2020-12-09 05:30:00,0.74383,0.744345,0.7437549999999999,0.744305
2020-12-09 06:00:00,0.744305,0.74533,0.744295,0.745145
2020-12-09 06:30:00,0.745145,0.745275,0.74458,0.744715
2020-12-09 07:00:00,0.744715,0.745245,0.744515,0.74454
2020-12-09 07:30:00,0.74454,0.74497,0.744505,0.74484
2020-12-09 08:00:00,0.74484,0.74543,0.7445200000000001,0.7454149999999999
2020-12-09 08:30:00,0.7454149999999999,0.74719,0.745005,0.7469399999999999
2020-12-09 09:00:00,0.7469399999999999,0.747045,0.746415,0.74655
2020-12-09 09:30:00,0.74655,0.7476400000000001,0.746545,0.7475
2020-12-09 10:00:00,0.7475,0.747675,0.747085,0.74759
2020-12-09 10:30:00,0.74759,0.747995,0.7472099999999999,0.7479
2020-12-09 11:00:00,0.7479,0.748535,0.74754,0.747805
2020-12-09 11:30:00,0.747805,0.7479100000000001,0.746775,0.7475849999999999
2020-12-09 12:00:00,0.7475849999999999,0.747935,0.74678,0.74689
2020-12-09 12:30:00,0.74689,0.748215,0.74673,0.748215
2020-12-09 13:00:00,0.748215,0.7484,0.747635,0.7481800000000001
2020-12-09 13:30:00,0.7481800000000001,0.74848,0.747725,0.7483249999999999
2020-12-09 14:00:00,0.7483249999999999,0.74838,0.74716,0.7473799999999999
