date,Open,High,Low,Close
2020-12-08 09:30:00,1.21265,1.2132049999999999,1.211885,1.21293
2020-12-08 10:00:00,1.21293,1.21329,1.21153,1.2118250000000002
2020-12-08 10:30:00,1.2118250000000002,1.2122600000000001,1.2113749999999999,1.2113800000000001
2020-12-08 11:00:00,1.2113800000000001,1.21234,1.211185,1.2122899999999999
2020-12-08 11:30:00,1.2122899999999999,1.2122950000000001,1.2107450000000002,1.210755
2020-12-08 12:00:00,1.210755,1.212435,1.21076,1.212345
2020-12-08 12:30:00,1.212345,1.21264,1.2112,1.211485
2020-12-08 13:00:00,1.211485,1.21305,1.211245,1.21273
2020-12-08 13:30:00,1.21273,1.21286,1.2112699999999998,1.211825
2020-12-08 14:00:00,1.211825,1.21299,1.21176,1.212585
2020-12-08 14:30:00,1.212585,1.21338,1.2119650000000002,1.2124700000000002
2020-12-08 15:00:00,1.2124700000000002,1.21289,1.21021,1.2105000000000001
2020-12-08 15:30:00,1.2105000000000001,1.21155,1.210015,1.211365
2020-12-08 16:00:00,1.211365,1.211595,1.2107999999999999,1.21123
2020-12-08 16:30:00,1.21123,1.2113550000000002,1.21038,1.21109
2020-12-08 17:00:00,1.21109,1.21136,1.21083,1.2108349999999999
2020-12-08 17:30:00,1.2108349999999999,1.2116500000000001,1.2107299999999999,1.21153
2020-12-08 18:00:00,1.21153,1.211745,1.2110699999999999,1.21123
2020-12-08 18:30:00,1.21123,1.21142,1.2101250000000001,1.2102249999999999
2020-12-08 19:00:00,1.2102249999999999,1.2108349999999999,1.210115,1.21083
2020-12-08 19:30:00,1.21083,1.2108349999999999,1.210175,1.210375
2020-12-08 20:00:00,1.210375,1.21042,1.210025,1.210025
2020-12-08 20:30:00,1.210025,1.21069,1.2100149999999998,1.21069
2020-12-08 21:00:00,1.21069,1.21078,1.210425,1.2105350000000001
2020-12-08 21:30:00,1.2105350000000001,1.210675,1.2102050000000002,1.210365
2020-12-08 22:00:00,1.210365,1.2106599999999998,1.2101199999999999,1.21054
2020-12-08 22:30:00,1.21054,1.2106949999999999,1.210115,1.210615
2020-12-08 23:00:00,1.210615,1.211015,1.210445,1.210745
2020-12-08 23:30:00,1.210745,1.21098,1.210565,1.210975
2020-12-09 00:00:00,1.210975,1.211475,1.2107299999999999,1.211385
2020-12-09 00:30:00,1.211385,1.21143,1.211115,1.2111800000000001
2020-12-09 01:00:00,1.2111800000000001,1.21126,1.2107999999999999,1.211115
2020-12-09 01:30:00,1.211115,1.21133,1.21101,1.2111
2020-12-09 02:00:00,1.2111,1.21169,1.2110400000000001,1.211465
2020-12-09 02:30:00,1.211465,1.211995,1.211425,1.21198
